flight_number,airline_iata,airline_name,origin_iata,origin_city,dest_iata,dest_city,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,status,delay_minutes,distance_km,aircraft_type,origin_weather_code,origin_temp_c,origin_wind_kmh,origin_visibility_km,origin_precip_mm,origin_humidity,dest_weather_code,dest_temp_c,dest_wind_kmh,dest_visibility_km,dest_precip_mm,dest_humidity,weather_severity,origin_weather_severity,dest_weather_severity,hour_of_day,day_of_week,month,is_weekend,is_holiday,congestion_level,origin_congestion,dest_congestion,airline_reliability,historical_delay_rate,is_delayed
EK6366,EK,Emirates,LHR,London,DXB,Dubai,2026-01-20 15:05:00,2026-01-20 21:57:16,2026-01-20 15:06:00,2026-01-20 21:58:16,on_time,0,5497,E190,clear,23.9,1.5,13.0,0.0,47,rain,8.7,22.2,6.8,11.8,45,0.519,0.0,0.519,15,1,1,0,0,0.507,0.567,0.447,0.88,0.223,0
AF9685,AF,Air France,ORY,Paris,DXB,Dubai,2025-08-22 09:10:00,2025-08-22 15:43:27,2025-08-22 10:16:00,2025-08-22 16:49:27,delayed,66,5246,A320,clear,31.4,11.3,19.7,0.0,59,clear,15.9,8.0,19.4,0.0,53,0.156,0.139,0.156,9,4,8,0,0,0.653,0.79,0.517,0.78,0.191,1
DL4700,DL,Delta Air Lines,CDG,Paris,FCO,Rome,2025-12-27 09:25:00,2025-12-27 10:47:30,2025-12-27 09:30:00,2025-12-27 10:52:30,on_time,0,1100,B777,rain,14.8,24.7,6.4,9.5,30,snow,-11.9,22.5,2.7,3.8,48,0.532,0.383,0.532,9,5,12,1,0,0.619,0.593,0.645,0.83,0.116,0
TK7726,TK,Turkish Airlines,CDG,Paris,FCO,Rome,2025-08-08 10:45:00,2025-08-08 12:07:30,2025-08-08 10:47:00,2025-08-08 12:09:30,on_time,0,1100,B787,clear,21.2,10.9,15.8,0.0,48,clear,30.9,5.2,18.0,0.0,59,0.099,0.075,0.099,10,4,8,0,0,0.623,0.665,0.581,0.77,0.116,0
LH5670,LH,Lufthansa,BCN,Barcelona,CDG,Paris,2025-07-20 11:35:00,2025-07-20 12:39:21,2025-07-20 11:36:00,2025-07-20 12:40:21,on_time,0,858,A320,clear,29.7,12.6,14.4,0.0,45,clear,18.9,9.2,19.1,0.0,87,0.046,0.046,0.016,11,6,7,1,0,0.377,0.574,0.181,0.8,0.203,0
AA7939,AA,American Airlines,JFK,New York,ORY,Paris,2025-09-30 16:30:00,2025-09-30 23:47:24,2025-09-30 17:08:00,2025-10-01 00:25:24,delayed,38,5832,B787,cloudy,6.5,5.5,11.2,0.3,71,rain,10.7,12.2,8.0,1.8,46,0.416,0.111,0.416,16,1,9,0,0,0.385,0.65,0.119,0.81,0.193,1
AF1472,AF,Air France,FCO,Rome,LHR,London,2025-08-17 15:35:00,2025-08-17 17:23:13,2025-08-17 15:37:00,2025-08-17 17:25:13,on_time,0,1443,A321,clear,27.7,3.1,12.5,0.0,92,clear,26.7,1.1,11.4,0.0,66,0.322,0.0,0.322,15,6,8,1,0,0.597,0.584,0.61,0.78,0.161,0
FR8328,FR,Ryanair,JFK,New York,ORY,Paris,2025-07-10 08:00:00,2025-07-10 15:17:24,2025-07-10 08:04:00,2025-07-10 15:21:24,on_time,0,5832,B747,cloudy,5.7,19.9,10.1,0.2,61,clear,26.3,10.5,18.7,0.0,39,0.064,0.064,0.0,8,3,7,0,0,0.636,0.857,0.415,0.68,0.193,0
DL596,DL,Delta Air Lines,LHR,London,FCO,Rome,2025-04-06 22:40:00,2025-04-07 00:28:13,2025-04-06 22:45:00,2025-04-07 00:33:13,on_time,0,1443,B747,cloudy,21.4,7.1,11.9,0.1,93,rain,4.4,39.6,9.3,13.9,47,0.29,0.22,0.29,22,6,4,1,0,0.304,0.214,0.394,0.83,0.138,0
EK6422,EK,Emirates,BCN,Barcelona,JFK,New York,2026-01-25 12:20:00,2026-01-25 20:01:15,2026-01-25 12:20:00,2026-01-25 20:01:15,on_time,0,6150,E190,storm,12.0,52.3,4.2,12.7,77,cloudy,16.2,24.9,8.8,0.2,61,0.851,0.851,0.073,12,6,1,1,0,0.653,0.506,0.801,0.88,0.173,0
LH8846,LH,Lufthansa,LHR,London,DXB,Dubai,2025-10-29 12:20:00,2025-10-29 19:12:16,2025-10-29 12:21:00,2025-10-29 19:13:16,on_time,0,5497,B737,cloudy,18.5,8.2,8.5,0.4,66,clear,15.4,6.1,11.4,0.0,82,0.095,0.095,0.0,12,2,10,0,0,0.677,0.444,0.91,0.8,0.223,0
EK2246,EK,Emirates,BCN,Barcelona,CDG,Paris,2026-01-11 05:30:00,2026-01-11 06:34:21,2026-01-11 05:26:00,2026-01-11 06:30:21,on_time,0,858,E190,storm,24.9,67.5,4.5,29.9,52,fog,13.3,7.0,1.3,0.6,57,0.645,0.645,0.432,5,6,1,1,0,0.194,0.252,0.136,0.88,0.203,0
AZ950,AZ,ITA Airways,CDG,Paris,LHR,London,2026-01-03 11:00:00,2026-01-03 11:25:57,2026-01-03 11:42:00,2026-01-03 12:07:57,delayed,42,346,B777,rain,6.5,33.6,5.0,7.9,30,fog,17.5,7.2,1.0,0.9,77,0.483,0.316,0.483,11,5,1,1,0,0.627,0.616,0.639,0.74,0.23,1
DL292,DL,Delta Air Lines,CDG,Paris,JFK,New York,2025-12-30 15:10:00,2025-12-30 22:27:28,2025-12-30 15:12:00,2025-12-30 22:29:28,on_time,0,5833,B747,clear,16.9,6.8,16.8,0.0,48,rain,11.4,31.9,4.1,1.8,64,0.475,0.002,0.475,15,1,12,0,0,0.291,0.299,0.283,0.83,0.126,0
AA3434,AA,American Airlines,ORY,Paris,DXB,Dubai,2025-05-24 16:40:00,2025-05-24 23:13:27,2025-05-24 16:43:00,2025-05-24 23:16:27,on_time,0,5246,A350,clear,23.5,0.1,10.7,0.0,49,clear,32.8,10.8,15.2,0.0,64,0.039,0.039,0.0,16,5,5,1,0,0.296,0.43,0.162,0.81,0.191,0
AZ2280,AZ,ITA Airways,BCN,Barcelona,ORY,Paris,2025-09-20 16:30:00,2025-09-20 17:31:57,2025-09-20 16:34:00,2025-09-20 17:35:57,on_time,0,826,A320,rain,3.4,33.7,4.2,14.7,81,cloudy,7.0,9.1,6.1,0.2,62,0.319,0.319,0.249,16,5,9,1,0,0.67,0.59,0.75,0.74,0.17,0
AZ1897,AZ,ITA Airways,DXB,Dubai,JFK,New York,2025-06-24 14:00:00,2025-06-25 03:45:04,2025-06-24 14:29:00,2025-06-25 04:14:04,delayed,29,11001,B777,clear,17.3,2.8,12.6,0.0,41,rain,10.1,34.7,9.8,13.2,39,0.565,0.03,0.565,14,1,6,0,0,0.404,0.562,0.246,0.74,0.146,1
TK5669,TK,Turkish Airlines,JFK,New York,FCO,Rome,2026-01-20 20:50:00,2026-01-21 05:24:52,2026-01-20 20:53:00,2026-01-21 05:27:52,on_time,0,6865,A321,clear,16.2,13.2,12.2,0.0,95,snow,-10.1,24.1,1.3,3.1,60,0.689,0.0,0.689,20,1,1,0,0,0.291,0.384,0.199,0.77,0.232,0
IB7485,IB,Iberia,FCO,Rome,ORY,Paris,2025-05-09 14:50:00,2025-05-09 16:11:40,2025-05-09 15:41:00,2025-05-09 17:02:40,delayed,51,1089,B787,cloudy,7.4,15.3,8.0,0.2,70,rain,6.7,28.7,3.1,13.9,70,0.327,0.12,0.327,14,4,5,0,0,0.473,0.412,0.533,0.76,0.138,1
BA7285,BA,British Airways,JFK,New York,CDG,Paris,2025-12-09 04:35:00,2025-12-09 11:52:28,2025-12-09 04:36:00,2025-12-09 11:53:28,on_time,0,5833,B737,snow,-1.6,24.7,3.0,12.9,56,snow,-7.6,8.2,3.6,9.0,84,0.633,0.633,0.529,4,1,12,0,0,0.369,0.218,0.52,0.82,0.233,0
TK6155,TK,Turkish Airlines,DXB,Dubai,BCN,Barcelona,2025-10-25 08:15:00,2025-10-25 14:43:07,2025-10-25 08:18:00,2025-10-25 14:46:07,on_time,0,5175,A350,rain,6.0,12.0,9.1,11.1,33,storm,12.6,39.5,2.4,23.9,74,0.644,0.62,0.644,8,5,10,1,0,0.635,0.914,0.357,0.77,0.112,0
DL3508,DL,Delta Air Lines,JFK,New York,ORY,Paris,2025-11-24 16:40:00,2025-11-24 23:57:24,2025-11-24 16:44:00,2025-11-25 00:01:24,on_time,0,5832,A320,rain,6.1,14.8,5.8,3.0,89,fog,8.7,5.6,0.2,0.3,64,0.704,0.238,0.704,16,0,11,0,0,0.367,0.524,0.21,0.83,0.193,0
AF5012,AF,Air France,BCN,Barcelona,ORY,Paris,2025-04-19 18:25:00,2025-04-19 19:26:57,2025-04-19 18:25:00,2025-04-19 19:26:57,on_time,0,826,B747,clear,19.1,13.5,14.6,0.0,79,clear,31.2,3.3,13.2,0.0,37,0.051,0.016,0.051,18,5,4,1,0,0.926,1.0,0.852,0.78,0.17,0
AF2080,AF,Air France,CDG,Paris,JFK,New York,2025-11-06 13:15:00,2025-11-06 20:32:28,2025-11-06 13:11:00,2025-11-06 20:28:28,on_time,0,5833,B787,cloudy,26.7,5.2,14.2,0.5,46,fog,11.5,7.7,0.5,0.9,51,0.487,0.212,0.487,13,3,11,0,0,0.549,0.61,0.489,0.78,0.126,0
IB3648,IB,Iberia,JFK,New York,ORY,Paris,2025-04-07 16:35:00,2025-04-07 23:52:24,2025-04-07 17:19:00,2025-04-08 00:36:24,delayed,44,5832,A320,cloudy,20.0,23.4,7.8,0.4,37,rain,5.8,11.4,4.0,13.0,48,0.483,0.218,0.483,16,0,4,0,0,0.392,0.502,0.282,0.76,0.193,1
AA7558,AA,American Airlines,JFK,New York,BCN,Barcelona,2025-10-06 19:55:00,2025-10-07 03:36:15,2025-10-06 21:46:00,2025-10-07 05:27:15,delayed,111,6150,B747,storm,22.6,79.3,1.4,26.7,84,cloudy,18.3,17.6,7.0,0.2,85,0.93,0.93,0.313,19,0,10,0,0,0.33,0.659,0.0,0.81,0.234,1
FR7618,FR,Ryanair,JFK,New York,CDG,Paris,2025-12-10 17:30:00,2025-12-11 00:47:28,2025-12-10 19:22:00,2025-12-11 02:39:28,delayed,112,5833,E190,snow,-6.1,12.0,2.4,6.8,32,snow,-12.4,33.1,5.2,19.0,78,0.597,0.597,0.458,17,2,12,0,0,0.5,1.0,0.0,0.68,0.233,1
EK5486,EK,Emirates,ORY,Paris,BCN,Barcelona,2025-04-07 19:45:00,2025-04-07 20:46:57,2025-04-07 19:41:00,2025-04-07 20:42:57,on_time,0,826,A320,cloudy,6.7,10.2,14.9,0.4,88,snow,-10.2,25.2,3.1,15.7,72,0.509,0.232,0.509,19,0,4,0,0,0.626,0.904,0.348,0.88,0.208,0
BA3715,BA,British Airways,FCO,Rome,BCN,Barcelona,2025-02-23 06:55:00,2025-02-23 07:58:27,2025-02-23 06:53:00,2025-02-23 07:56:27,on_time,0,846,B737,fog,14.9,1.5,0.1,0.5,47,cloudy,18.2,9.2,8.4,0.2,73,0.456,0.456,0.161,6,6,2,1,0,0.49,0.611,0.369,0.82,0.112,0
U2475,U2,easyJet,JFK,New York,FCO,Rome,2025-05-17 11:05:00,2025-05-17 19:39:52,2025-05-17 11:02:00,2025-05-17 19:36:52,on_time,0,6865,A350,clear,27.0,1.6,15.7,0.0,41,cloudy,10.6,22.9,10.5,0.2,79,0.172,0.157,0.172,11,5,5,1,0,0.641,0.561,0.721,0.72,0.232,0
TK2414,TK,Turkish Airlines,CDG,Paris,DXB,Dubai,2025-04-13 18:30:00,2025-04-14 01:02:51,2025-04-13 18:35:00,2025-04-14 01:07:51,on_time,0,5238,A320,snow,-7.8,9.4,3.6,7.6,72,clear,33.0,14.8,15.0,0.0,30,0.555,0.555,0.0,18,6,4,1,0,0.441,0.768,0.114,0.77,0.111,0
AA5347,AA,American Airlines,DXB,Dubai,LHR,London,2025-02-26 06:50:00,2025-02-26 13:42:16,2025-02-26 06:48:00,2025-02-26 13:40:16,on_time,0,5497,B747,clear,29.9,11.8,13.2,0.0,73,clear,24.9,1.7,19.5,0.0,37,0.095,0.095,0.0,6,2,2,0,0,0.414,0.334,0.494,0.81,0.07,0
DL834,DL,Delta Air Lines,BCN,Barcelona,FCO,Rome,2025-08-15 15:15:00,2025-08-15 16:18:27,2025-08-15 15:18:00,2025-08-15 16:21:27,on_time,0,846,A330,clear,31.2,1.3,10.6,0.0,36,cloudy,18.5,6.3,10.0,0.1,30,0.222,0.222,0.208,15,4,8,0,0,0.499,0.482,0.516,0.83,0.212,0
DL505,DL,Delta Air Lines,DXB,Dubai,BCN,Barcelona,2025-07-22 16:20:00,2025-07-22 22:48:07,2025-07-22 16:23:00,2025-07-22 22:51:07,on_time,0,5175,B787,fog,1.2,5.4,1.9,0.8,36,clear,16.0,3.9,12.2,0.0,84,0.498,0.498,0.1,16,1,7,0,0,0.364,0.455,0.273,0.83,0.112,0
EK5815,EK,Emirates,BCN,Barcelona,CDG,Paris,2025-04-12 16:30:00,2025-04-12 17:34:21,2025-04-12 17:47:00,2025-04-12 18:51:21,delayed,77,858,B787,rain,12.9,20.5,9.9,11.7,68,clear,34.6,11.5,18.5,0.0,58,0.485,0.485,0.146,16,5,4,1,0,0.706,0.617,0.794,0.88,0.203,1
TK571,TK,Turkish Airlines,ORY,Paris,BCN,Barcelona,2025-06-06 01:45:00,2025-06-06 02:46:57,2025-06-06 01:45:00,2025-06-06 02:46:57,on_time,0,826,A321,storm,17.5,76.5,3.4,26.7,67,clear,26.2,14.8,17.5,0.0,84,0.735,0.735,0.114,1,4,6,0,0,0.098,0.073,0.122,0.77,0.208,0
AZ2745,AZ,ITA Airways,LHR,London,DXB,Dubai,2025-10-04 16:05:00,2025-10-04 22:57:16,2025-10-04 16:10:00,2025-10-04 23:02:16,on_time,0,5497,B777,cloudy,16.7,14.6,13.8,0.1,57,fog,7.8,5.3,1.4,0.4,41,0.5,0.0,0.5,16,5,10,1,0,0.528,0.659,0.397,0.74,0.223,0
FR9366,FR,Ryanair,LHR,London,ORY,Paris,2025-04-23 08:30:00,2025-04-23 08:57:22,2025-04-23 08:30:00,2025-04-23 08:57:22,on_time,0,365,B787,cloudy,15.0,15.3,12.2,0.0,54,storm,9.9,49.8,4.3,10.9,30,0.785,0.157,0.785,8,2,4,0,0,0.833,0.717,0.95,0.68,0.213,0
IB2144,IB,Iberia,CDG,Paris,JFK,New York,2025-07-25 15:35:00,2025-07-25 22:52:28,2025-07-25 15:34:00,2025-07-25 22:51:28,on_time,0,5833,B777,storm,18.2,51.7,4.9,34.3,78,clear,31.8,13.7,13.7,0.0,33,0.724,0.724,0.147,15,4,7,0,0,0.27,0.379,0.161,0.76,0.126,0
IB6015,IB,Iberia,CDG,Paris,DXB,Dubai,2025-10-06 14:15:00,2025-10-06 20:47:51,2025-10-06 15:21:00,2025-10-06 21:53:51,delayed,66,5238,A320,cloudy,18.1,24.1,7.3,0.5,75,cloudy,23.4,15.7,10.0,0.3,69,0.204,0.204,0.008,14,0,10,0,0,0.42,0.436,0.404,0.76,0.111,1
FR5668,FR,Ryanair,CDG,Paris,BCN,Barcelona,2025-05-06 09:45:00,2025-05-06 10:49:21,2025-05-06 09:42:00,2025-05-06 10:46:21,on_time,0,858,A320,rain,16.4,15.4,9.6,8.9,92,clear,34.8,9.4,16.4,0.0,55,0.481,0.481,0.203,9,1,5,0,0,0.97,0.94,1.0,0.68,0.061,0
U2323,U2,easyJet,CDG,Paris,BCN,Barcelona,2025-08-20 19:00:00,2025-08-20 20:04:21,2025-08-20 18:55:00,2025-08-20 19:59:21,on_time,0,858,B777,cloudy,16.3,8.4,12.8,0.0,74,clear,18.2,12.8,14.1,0.0,45,0.321,0.321,0.102,19,2,8,0,0,0.616,0.742,0.49,0.72,0.061,0
AF4639,AF,Air France,FCO,Rome,ORY,Paris,2025-04-11 18:10:00,2025-04-11 19:31:40,2025-04-11 19:59:00,2025-04-11 21:20:40,delayed,109,1089,A380,cloudy,25.8,18.0,9.8,0.1,87,snow,1.1,27.0,2.4,2.4,71,0.614,0.126,0.614,18,4,4,0,0,0.883,0.848,0.917,0.78,0.138,1
FR8889,FR,Ryanair,LHR,London,BCN,Barcelona,2025-08-08 20:50:00,2025-08-08 22:16:01,2025-08-08 20:53:00,2025-08-08 22:19:01,on_time,0,1147,B747,storm,25.1,54.8,1.2,18.3,93,cloudy,19.9,10.1,9.4,0.1,38,0.823,0.823,0.031,20,4,8,0,0,0.302,0.349,0.256,0.68,0.134,0
DL580,DL,Delta Air Lines,JFK,New York,FCO,Rome,2026-01-08 17:20:00,2026-01-09 01:54:52,2026-01-08 17:17:00,2026-01-09 01:51:52,on_time,0,6865,B777,rain,12.6,33.6,6.9,13.0,75,fog,11.3,8.5,1.7,0.2,80,0.566,0.381,0.566,17,3,1,0,0,0.359,0.666,0.051,0.83,0.232,0
U2618,U2,easyJet,LHR,London,JFK,New York,2025-09-30 00:40:00,2025-09-30 07:35:30,2025-09-30 00:43:00,2025-09-30 07:38:30,on_time,0,5540,B737,clear,33.0,4.4,11.6,0.0,82,rain,13.7,29.7,7.5,5.2,85,0.511,0.0,0.511,0,1,9,0,0,0.226,0.093,0.359,0.72,0.068,0
LH8128,LH,Lufthansa,CDG,Paris,BCN,Barcelona,2025-07-14 18:25:00,2025-07-14 19:29:21,2025-07-14 18:23:00,2025-07-14 19:27:21,on_time,0,858,A330,rain,21.9,11.0,4.2,4.8,89,rain,4.0,15.9,4.2,14.8,55,0.445,0.445,0.43,18,0,7,0,0,0.817,0.779,0.854,0.8,0.061,0
IB5727,IB,Iberia,BCN,Barcelona,DXB,Dubai,2025-06-19 15:25:00,2025-06-19 21:53:07,2025-06-19 16:27:00,2025-06-19 22:55:07,delayed,62,5175,A320,clear,28.3,14.5,10.0,0.0,33,clear,21.7,14.9,11.1,0.0,46,0.05,0.05,0.023,15,3,6,0,0,0.417,0.454,0.381,0.76,0.185,1
U2578,U2,easyJet,FCO,Rome,ORY,Paris,2025-03-21 10:25:00,2025-03-21 11:46:40,2025-03-21 10:29:00,2025-03-21 11:50:40,on_time,0,1089,A380,clear,19.5,1.0,19.1,0.0,59,storm,21.6,71.6,2.3,7.8,42,0.724,0.167,0.724,10,4,3,0,0,0.699,0.879,0.518,0.72,0.138,0
AZ5706,AZ,ITA Airways,BCN,Barcelona,ORY,Paris,2025-08-03 08:35:00,2025-08-03 09:36:57,2025-08-03 08:34:00,2025-08-03 09:35:57,on_time,0,826,A321,cloudy,23.8,8.0,9.9,0.3,53,cloudy,7.6,6.0,9.3,0.1,54,0.112,0.112,0.1,8,6,8,1,0,0.848,0.811,0.885,0.74,0.17,0
AZ6911,AZ,ITA Airways,JFK,New York,BCN,Barcelona,2025-02-21 18:50:00,2025-02-22 02:31:15,2025-02-21 18:46:00,2025-02-22 02:27:15,on_time,0,6150,B777,storm,9.8,41.6,1.4,21.7,68,rain,8.9,30.5,7.8,10.8,83,0.986,0.986,0.178,18,4,2,0,0,0.625,1.0,0.25,0.74,0.234,0
VY7342,VY,Vueling,ORY,Paris,JFK,New York,2025-06-09 11:10:00,2025-06-09 18:27:24,2025-06-09 11:37:00,2025-06-09 18:54:24,delayed,27,5832,B747,cloudy,24.5,18.4,13.5,0.2,84,clear,30.2,3.9,11.0,0.0,33,0.037,0.037,0.0,11,0,6,0,0,0.625,0.406,0.844,0.7,0.147,1
FR8944,FR,Ryanair,ORY,Paris,CDG,Paris,2025-12-16 21:30:00,2025-12-16 21:32:33,2025-12-16 21:34:00,2025-12-16 21:36:33,on_time,0,34,A330,snow,-5.3,7.5,5.2,6.3,60,fog,6.0,0.7,1.5,0.9,69,0.715,0.602,0.715,21,1,12,0,0,0.428,0.308,0.548,0.68,0.198,0
AA2594,AA,American Airlines,BCN,Barcelona,ORY,Paris,2026-01-27 17:35:00,2026-01-27 18:36:57,2026-01-27 17:40:00,2026-01-27 18:41:57,on_time,0,826,A320,clear,19.6,12.1,19.5,0.0,57,storm,26.2,56.6,3.2,38.5,69,0.985,0.0,0.985,17,1,1,0,0,0.898,1.0,0.796,0.81,0.17,0
FR5526,FR,Ryanair,ORY,Paris,LHR,London,2025-06-05 11:25:00,2025-06-05 11:52:22,2025-06-05 12:08:00,2025-06-05 12:35:22,delayed,43,365,A380,clear,15.9,10.2,15.5,0.0,60,clear,17.7,5.4,13.7,0.0,53,0.2,0.2,0.128,11,3,6,0,0,0.548,0.472,0.624,0.68,0.082,1
TK1856,TK,Turkish Airlines,DXB,Dubai,CDG,Paris,2025-06-27 15:15:00,2025-06-27 21:47:51,2025-06-27 15:11:00,2025-06-27 21:43:51,on_time,0,5238,B737,clear,32.9,7.8,17.1,0.0,61,clear,22.5,13.7,10.8,0.0,50,0.081,0.08,0.081,15,4,6,0,0,0.587,0.66,0.514,0.77,0.11,0
EK2649,EK,Emirates,CDG,Paris,DXB,Dubai,2026-01-16 15:50:00,2026-01-16 22:22:51,2026-01-16 15:54:00,2026-01-16 22:26:51,on_time,0,5238,A330,storm,28.6,60.2,2.6,32.4,73,cloudy,9.9,8.2,7.0,0.2,40,0.799,0.799,0.051,15,4,1,0,0,0.515,0.572,0.459,0.88,0.111,0
U21426,U2,easyJet,CDG,Paris,FCO,Rome,2025-06-07 11:05:00,2025-06-07 12:27:30,2025-06-07 11:09:00,2025-06-07 12:31:30,on_time,0,1100,B737,clear,30.7,6.6,16.8,0.0,91,clear,22.2,8.5,16.8,0.0,86,0.0,0.0,0.0,11,5,6,1,0,0.641,0.543,0.739,0.72,0.116,0
AF5280,AF,Air France,BCN,Barcelona,ORY,Paris,2025-06-11 09:00:00,2025-06-11 10:01:57,2025-06-11 11:06:00,2025-06-11 12:07:57,delayed,126,826,B787,clear,15.2,14.8,10.1,0.0,78,rain,7.6,24.8,7.3,13.4,69,0.432,0.0,0.432,9,2,6,0,0,0.84,0.808,0.871,0.78,0.17,1
AZ831,AZ,ITA Airways,LHR,London,DXB,Dubai,2025-02-25 09:00:00,2025-02-25 15:52:16,2025-02-25 08:56:00,2025-02-25 15:48:16,on_time,0,5497,A321,storm,14.0,60.2,3.9,12.2,82,clear,28.6,4.5,10.7,0.0,48,0.941,0.941,0.0,9,1,2,0,0,0.752,0.971,0.533,0.74,0.223,0
AA9114,AA,American Airlines,ORY,Paris,FCO,Rome,2025-04-09 12:05:00,2025-04-09 13:26:40,2025-04-09 13:06:00,2025-04-09 14:27:40,delayed,61,1089,A350,cloudy,6.1,20.0,6.9,0.1,78,cloudy,12.1,8.0,6.9,0.3,51,0.156,0.102,0.156,12,2,4,0,0,0.577,0.533,0.621,0.81,0.14,1
BA8460,BA,British Airways,FCO,Rome,BCN,Barcelona,2026-01-11 11:05:00,2026-01-11 12:08:27,2026-01-11 12:25:00,2026-01-11 13:28:27,delayed,80,846,E190,snow,-2.7,24.1,2.1,17.1,60,cloudy,20.4,6.7,14.4,0.2,61,0.715,0.715,0.156,11,6,1,1,0,0.557,0.521,0.593,0.82,0.112,1
AA8834,AA,American Airlines,FCO,Rome,JFK,New York,2025-10-07 12:10:00,2025-10-07 20:44:52,2025-10-07 12:15:00,2025-10-07 20:49:52,on_time,0,6865,E190,rain,3.9,10.7,3.9,4.6,42,clear,33.3,6.9,14.3,0.0,76,0.256,0.256,0.006,12,1,10,0,0,0.655,0.762,0.548,0.81,0.128,0
EK9931,EK,Emirates,JFK,New York,CDG,Paris,2025-05-22 12:40:00,2025-05-22 19:57:28,2025-05-22 12:36:00,2025-05-22 19:53:28,on_time,0,5833,A330,fog,6.7,7.6,1.8,0.6,40,clear,21.1,3.9,13.6,0.0,48,0.493,0.493,0.0,12,3,5,0,0,0.471,0.455,0.486,0.88,0.233,0
VY9011,VY,Vueling,LHR,London,DXB,Dubai,2025-03-13 09:35:00,2025-03-13 16:27:16,2025-03-13 09:37:00,2025-03-13 16:29:16,on_time,0,5497,A350,cloudy,21.9,21.2,12.2,0.3,94,clear,31.9,3.6,13.5,0.0,81,0.154,0.154,0.0,9,3,3,0,0,0.679,0.709,0.65,0.7,0.223,0
IB6505,IB,Iberia,CDG,Paris,LHR,London,2025-10-12 08:05:00,2025-10-12 08:30:57,2025-10-12 09:12:00,2025-10-12 09:37:57,delayed,67,346,B747,rain,6.7,35.4,6.7,11.5,35,cloudy,10.0,18.1,12.5,0.5,78,0.479,0.479,0.0,8,6,10,1,0,0.676,0.61,0.742,0.76,0.23,1
AZ6910,AZ,ITA Airways,ORY,Paris,DXB,Dubai,2025-05-16 17:00:00,2025-05-16 23:33:27,2025-05-16 16:58:00,2025-05-16 23:31:27,on_time,0,5246,A380,rain,8.6,30.4,3.5,7.4,42,clear,27.5,1.5,11.9,0.0,44,0.382,0.382,0.145,17,4,5,0,0,0.533,0.879,0.187,0.74,0.191,0
LH6679,LH,Lufthansa,LHR,London,CDG,Paris,2025-08-18 10:40:00,2025-08-18 11:05:57,2025-08-18 10:38:00,2025-08-18 11:03:57,on_time,0,346,A350,cloudy,27.5,12.7,10.6,0.2,32,clear,26.2,14.4,10.0,0.0,58,0.097,0.097,0.0,10,0,8,0,0,0.704,0.708,0.701,0.8,0.11,0
IB2478,IB,Iberia,FCO,Rome,CDG,Paris,2025-11-23 22:55:00,2025-11-24 00:17:30,2025-11-23 23:14:00,2025-11-24 00:36:30,delayed,19,1100,E190,clear,34.0,11.7,17.1,0.0,44,rain,12.2,11.7,5.3,4.1,38,0.418,0.097,0.418,22,6,11,1,0,0.206,0.151,0.261,0.76,0.198,1
U24229,U2,easyJet,CDG,Paris,ORY,Paris,2025-09-20 08:40:00,2025-09-20 08:42:33,2025-09-20 08:43:00,2025-09-20 08:45:33,on_time,0,34,E190,cloudy,8.6,14.6,10.7,0.0,44,clear,30.5,14.2,16.5,0.0,91,0.25,0.25,0.166,8,5,9,1,0,0.798,0.843,0.753,0.72,0.069,0
FR7188,FR,Ryanair,LHR,London,JFK,New York,2025-12-12 12:45:00,2025-12-12 19:40:30,2025-12-12 12:40:00,2025-12-12 19:35:30,on_time,0,5540,A321,snow,-14.0,9.8,5.3,3.9,45,cloudy,24.6,20.8,14.9,0.2,42,0.54,0.54,0.207,12,4,12,0,0,0.579,0.343,0.815,0.68,0.068,0
AA6825,AA,American Airlines,LHR,London,ORY,Paris,2026-01-17 19:55:00,2026-01-17 20:22:22,2026-01-17 20:35:00,2026-01-17 21:02:22,delayed,40,365,A350,snow,-9.7,30.8,1.5,9.3,42,rain,21.6,21.0,5.5,12.5,83,0.714,0.714,0.33,19,5,1,1,0,0.831,0.914,0.747,0.81,0.213,1
U22913,U2,easyJet,LHR,London,FCO,Rome,2025-03-09 06:15:00,2025-03-09 08:03:13,2025-03-09 06:20:00,2025-03-09 08:08:13,on_time,0,1443,A321,cloudy,17.1,18.8,11.3,0.3,36,cloudy,21.0,7.3,7.9,0.4,93,0.194,0.174,0.194,6,6,3,1,0,0.271,0.298,0.245,0.72,0.138,0
TK6187,TK,Turkish Airlines,LHR,London,ORY,Paris,2025-05-11 12:05:00,2025-05-11 12:32:22,2025-05-11 12:04:00,2025-05-11 12:31:22,on_time,0,365,B787,clear,31.0,3.6,14.7,0.0,72,clear,30.1,0.7,16.9,0.0,61,0.116,0.116,0.035,12,6,5,1,0,0.684,0.554,0.814,0.77,0.213,0
U24561,U2,easyJet,BCN,Barcelona,JFK,New York,2025-05-27 10:30:00,2025-05-27 18:11:15,2025-05-27 11:12:00,2025-05-27 18:53:15,delayed,42,6150,A321,rain,20.2,34.6,4.6,9.4,45,fog,18.0,2.2,1.3,0.1,71,0.516,0.516,0.31,10,1,5,0,0,0.717,0.682,0.752,0.72,0.173,1
